date,constant,rolling_20d,rolling_60d,ewma_0.94,garch,egarch,gjr
2025-09-08,0.44628621724307793,0.2929338052869605,0.2547386688679117,0.25116513512811234,0.3340329681989456,0.33026171678435723,0.3437026134985807
2025-09-09,0.4461441108411941,0.27627699488080526,0.2400767218454592,0.24555715923842528,0.3271110939299299,0.32012047308680397,0.3358297952223122
2025-09-10,0.44599882208667624,0.27234258808365475,0.2385361696923087,0.23881499596507186,0.3232210832277481,0.31602173587633064,0.3320052616446114
2025-09-11,0.4459299326288418,0.2776117697487355,0.24295291598732255,0.24649055024375527,0.3319285131467174,0.3274128442632719,0.33428694682053295
2025-09-12,0.44580902206231915,0.24252812210811972,0.24277807137119736,0.24478021091069582,0.330938486559586,0.3267476690407926,0.3317614758438779
2025-09-13,0.44566095496564034,0.23874552537996038,0.24266982104463636,0.23816427002470872,0.3257457783691988,0.31560233959191536,0.3271871976345522
2025-09-14,0.4455107768404325,0.2302988203854709,0.24011876320442266,0.23096425260637377,0.3209975173734554,0.3048465717166393,0.3231604337060645
2025-09-15,0.44536593016686754,0.20172244811094892,0.23966255232050962,0.2246669293772185,0.3178443064035693,0.30246072958231435,0.3209054743351598
2025-09-16,0.4452151237386081,0.19602063511526407,0.23944062893148516,0.21782627932006415,0.31390025969154806,0.2900944705774555,0.31745033556467495
2025-09-17,0.44508803004482445,0.19759484306334157,0.23981054178191546,0.21637847180595157,0.3142836609399397,0.2924532581724098,0.3165608047571501
2025-09-18,0.4449408356865991,0.19537486911556418,0.23989600149299517,0.2101569441429906,0.31148330291923393,0.2885790722228785,0.3144941507321725
2025-09-19,0.4447946833184339,0.13230025415395186,0.2399286990651316,0.20497414460374896,0.30896220814350517,0.2830835840301877,0.31223251790560064
2025-09-20,0.4446786089199109,0.14437989721936784,0.24126762103020463,0.20446294805054516,0.31260050463960176,0.30015406712358556,0.31830965244237724
2025-09-21,0.4445285531937478,0.14143488842445773,0.23691672438015446,0.19823730512034682,0.3093388388105578,0.28815118986730615,0.31519175112547054
2025-09-22,0.4443825855507881,0.14164838043197248,0.23612179326149457,0.19270551289019344,0.30732238104149373,0.2856235497081528,0.3134683540387052
2025-09-23,0.44433539374324715,0.1555940569084879,0.24025465183358413,0.20578185795404141,0.32338797606784025,0.3250571688772554,0.33550197044330465
2025-09-24,0.44419637840053383,0.1568901096953368,0.2402872838185246,0.20111244622968147,0.32076576378028865,0.3238109969854409,0.33272165679642157
2025-09-25,0.4440688836053267,0.15810692233650317,0.24154618316889995,0.20025106676234006,0.31992963599820634,0.3212489991907077,0.32966502173692086
2025-09-26,0.44420586580912524,0.210194856909298,0.2516417201814394,0.24342015600710337,0.363302275898913,0.3934233721965879,0.38722769211681035
2025-09-27,0.444061491841015,0.2111410431226722,0.25096877933410966,0.2371876430457317,0.3544143410561089,0.3740902349241771,0.3762012029085961
2025-09-28,0.44391254650539036,0.2086254133119234,0.25096463502645805,0.2299645567711639,0.3460093653187206,0.3533205928560882,0.3661198278380176
2025-09-29,0.4438498476796006,0.22204516012220993,0.2554818498346491,0.23916038421062114,0.351769996876897,0.3600383366027697,0.36402948182008854
2025-09-30,0.44377211987205606,0.23231839276392993,0.25658501097923764,0.24496056824883117,0.3476064827691835,0.35932018678967803,0.3557102576876841
2025-10-01,0.44362631818996895,0.21981412683667143,0.2529170255113677,0.23778622647239428,0.3397002586127737,0.3452497168680229,0.34774646121960134
2025-10-02,0.4437712085969154,0.25845153566900997,0.26538729239918923,0.2786886546582636,0.37688332271621744,0.3779397295074254,0.3656715223188508
2025-10-03,0.44367195586507246,0.2641508636822997,0.26589593504005155,0.2782867786879577,0.37226773904002586,0.3741716263124823,0.3601345497833035
2025-10-04,0.4435513356947458,0.26666793277783096,0.2667310451505391,0.2746014528335173,0.3650732572066945,0.3658051696773248,0.35340624981642715
2025-10-05,0.443402979834068,0.2652869298688796,0.2660355581290579,0.26628394201741973,0.3546593590181604,0.3437553056501963,0.3449995922127266
2025-10-06,0.4432664838468949,0.26584398061937203,0.2661616291794618,0.2604745339308294,0.3470730428360864,0.3342311124074035,0.3386269539786899
2025-10-07,0.44313377246730706,0.26505313422796284,0.26348497932278536,0.2555342957274142,0.34092538928322297,0.3274642704595075,0.33335680082165603
2025-10-08,0.4431293373239876,0.28486918790426735,0.26902709710259015,0.26826695589254335,0.35683384396654566,0.37021264224891154,0.35993258466536576
2025-10-09,0.4430222026381359,0.28863991348096724,0.27068973192810936,0.2671388418060238,0.35342002502108044,0.36568198193642487,0.3543563227552126
2025-10-10,0.44291381871285396,0.28935942204910464,0.26797198466941163,0.26416711172013735,0.3508746748921377,0.3725958918183913,0.35464570624934655
2025-10-11,0.4437147119427185,0.3873553759082704,0.30407581134740325,0.3730898322609651,0.4727754931255948,0.5228831328160453,0.5180671400677043
2025-10-12,0.44366037787929696,0.39405677289954927,0.30579227942442955,0.3710468184609607,0.4635201603473725,0.5213421037849095,0.5078310005684962
2025-10-13,0.443791263529734,0.41176899302527525,0.3118821625771733,0.3909532596069012,0.4762778655308873,0.5235166357369888,0.5013538119533046
2025-10-14,0.44364370414687954,0.41072326755537597,0.30085297935890654,0.37905868217240907,0.454904611118689,0.47709077985643594,0.4779171200898287
2025-10-15,0.44356918999410355,0.41508643945470924,0.3028010447922524,0.3746147374923987,0.4451399415514947,0.4778388950936223,0.46913394613657755
2025-10-16,0.4435100207728405,0.39841857892648114,0.3056035854336637,0.37196952485246054,0.43849287250910807,0.48270064057820133,0.46402043623336336
2025-10-17,0.4434750495655098,0.40720176338022335,0.3091041588152871,0.37198042450233465,0.4358219029322247,0.4928006328879894,0.46369847433924616
2025-10-18,0.4433812972740982,0.4108986055593899,0.3100274632627987,0.36589791204733996,0.4256925622027427,0.4850130699310085,0.4532935749134342
2025-10-19,0.44324098004073936,0.4028178554873794,0.3048287720481207,0.35575294208303293,0.40985998374150134,0.45200073509028665,0.4348756070309188
2025-10-20,0.44312484284187514,0.39863406131844137,0.3050049775832292,0.3490039522885921,0.3988281296846893,0.4326472804543805,0.4200647266010873
2025-10-21,0.44303093316687064,0.40484331360580633,0.3055259327997724,0.3452921336532466,0.3926193304165497,0.4211340674162529,0.4087231095978586
2025-10-22,0.44296001029729754,0.3780953665808848,0.2964890559545575,0.34291090856810436,0.39086828327291306,0.4318505275481227,0.40930119830766226
2025-10-23,0.4428262648548452,0.3696675314392529,0.2957644098181488,0.3336631542725076,0.38013609568078,0.4159866106062113,0.3977019451233415
2025-10-24,0.4427642301768474,0.37694338052112436,0.29766254102055023,0.3347291213439985,0.38034336945793606,0.41300876433705996,0.39135872513867886
2025-10-25,0.44262953210120815,0.37951019892322824,0.2919700438028584,0.32631457954368653,0.37021395949243363,0.3936516295238651,0.38003119778713507
2025-10-26,0.44248735498476854,0.37809256844400124,0.29051876734189,0.3170889557955258,0.3601173078882511,0.3731009909288671,0.3693313681153455
2025-10-27,0.4424531654110137,0.3897790507001594,0.29483596760762354,0.32285176287539985,0.367145228175259,0.38091266972915166,0.36881254350491544
2025-10-28,0.44231049563452807,0.3806374451151447,0.2939935357616242,0.313246134675133,0.35746270190457824,0.36413926189148,0.3597257724235385
2025-10-29,0.44218824485874847,0.37499154603927703,0.284555506578805,0.3062785208223173,0.3521853235481387,0.36450273883058265,0.3561487409292862
2025-10-30,0.44217579781485966,0.3815071637729342,0.28962362721330903,0.31328933801762343,0.3648192213705905,0.39915382961302254,0.37642484601157084
2025-10-31,0.4420835608231458,0.2986448838598849,0.2913210835663737,0.3099728262587521,0.3633571405040828,0.4064395783419279,0.37701993769067965
2025-11-01,0.4419593846914174,0.29331189467467667,0.2916488418009385,0.30386543731093896,0.3565247139344187,0.3915253818785446,0.3680687420031629
2025-11-02,0.44181681783741167,0.2541470467567875,0.2894855198995662,0.29515936927628716,0.34774596061923874,0.3702542049641253,0.3585888493775617
2025-11-03,0.4416752753363867,0.2552996732777295,0.2895243483070094,0.2868892632836961,0.34007606449660105,0.35275118836132147,0.35025620784080524
2025-11-04,0.4417994537439291,0.27845862632234514,0.29878074298792395,0.31313029762256434,0.375553457922466,0.41665024082674273,0.3991898171977269
2025-11-05,0.44207506720615414,0.31336707062939284,0.31333877066832505,0.35340387749276697,0.4242603773244069,0.4921042384370726,0.46345665512886414
2025-11-06,0.44201863991057466,0.3183746356599868,0.31707695568163446,0.35377885588566227,0.4194255670143368,0.47759128846705035,0.44990664390797835
2025-11-07,0.4419984939769113,0.32522213853233917,0.32027461743615937,0.3564419485138334,0.42104464814758186,0.4915468374230561,0.4538024206315369
2025-11-08,0.4419252037318185,0.33375033340447247,0.3228151277020794,0.3546096675314067,0.41439641803161364,0.47435733770265015,0.44013249344674404
2025-11-09,0.441805179367381,0.33008310753838055,0.3233066878265425,0.3462443281595414,0.40289544248524173,0.458466453986595,0.42745544679958053
2025-11-10,0.4417588272430717,0.33581408863032014,0.3239688325079998,0.34825162594067927,0.40205788486798266,0.4509538495857419,0.4186491264549699
2025-11-11,0.44163832576533474,0.3336744297942167,0.32370309107091116,0.34095556526117865,0.39059405745333936,0.428871223704587,0.40415400433591875
2025-11-12,0.4416529847545388,0.347039866352302,0.32811710768621893,0.3483969594819209,0.40092168957666396,0.45837357167069903,0.42109642094062993
2025-11-13,0.4415446808231977,0.3369072582467837,0.3289123966326727,0.34151872758870455,0.3924236170562013,0.449724313872833,0.4124505808655905
2025-11-14,0.4414768386311635,0.33783141757761803,0.33079288761634035,0.33954329533183075,0.3908028985983708,0.4559616159825665,0.41261053197943215
2025-11-15,0.4418750941181142,0.37538816605713665,0.3468067985686097,0.38871287220888173,0.45150385039717267,0.539511037856702,0.4936054793771972
2025-11-16,0.4417552425943103,0.3625267739136074,0.34682268584476816,0.3798435842408549,0.4354971580861223,0.5039171157000853,0.472486652102312
2025-11-17,0.44165448039180394,0.3624019539015543,0.34758830799405094,0.3724810041794351,0.42419454796295725,0.4906006532983751,0.4593308388104153
2025-11-18,0.44160863312927157,0.3652505972730289,0.34918048777205435,0.3712354342251978,0.421604033641696,0.49584884886520436,0.45724514715146003
2025-11-19,0.44147848893876607,0.36630330409055595,0.3497201785716655,0.3617319962923621,0.4072910249720284,0.46398484185435535,0.438987239145762
2025-11-20,0.4413873648444376,0.3663187356652347,0.3505718035752028,0.35615643766204985,0.40050428383642306,0.46067617483129425,0.4313959174874649
2025-11-21,0.44177695422618474,0.3908746347941905,0.3647724135335792,0.40183405006599626,0.4580705638198752,0.542464693945156,0.5063402903302849
2025-11-22,0.44169751518627764,0.3867738552945668,0.36397309891799146,0.395686479585795,0.4470852522080194,0.5295636587210585,0.4929673145962042
2025-11-23,0.4415610362778719,0.3821781736276649,0.3639508196787223,0.3841644211350938,0.4296945241515412,0.49346592239512893,0.47152312507158023
2025-11-24,0.4415308392281984,0.3943502862903442,0.367624227405497,0.3854114457901222,0.427286460128785,0.48217617301971627,0.45866956164870076
2025-11-25,0.4414358484104075,0.38021731157741073,0.36332836570677784,0.37939340348128614,0.41683836033462174,0.46192431297132175,0.44270595796407897
2025-11-26,0.44131676121858443,0.36411289351010323,0.3630986025088601,0.37010345317581617,0.4049440215752315,0.447678053019254,0.4294662204785416
2025-11-27,0.44140757137998066,0.39117502600147513,0.37215593294052435,0.38568963586984845,0.4218182474984003,0.458265347812112,0.4304250462678327
2025-11-28,0.4412758884443637,0.3829381588584818,0.3692347014093129,0.37538876618028605,0.4071729915311151,0.43144982664942316,0.4147194299154034
2025-11-29,0.44113780509815737,0.3825930695861244,0.36598256376051097,0.364286873816446,0.39342100503977057,0.4088106947673318,0.4007354047543191
2025-11-30,0.4409960156646222,0.36716017516378907,0.36602654231146553,0.3532010286834127,0.3804448958500516,0.3830776135541046,0.3874281680055196
2025-12-01,0.44086020675793763,0.36035629235727357,0.35447102107703765,0.34300033590918605,0.36982215024787407,0.3697692385273149,0.37683390205121
2025-12-02,0.4411050257499907,0.37757200366651433,0.3612769895885901,0.3758770607918546,0.4151110660743804,0.4489738407363149,0.4408215809773048
2025-12-03,0.4415697327720392,0.4450570133078061,0.3823359579034948,0.42908955482133504,0.47428251102591484,0.4887944243013172,0.46579140498987803
2025-12-04,0.44152496202822566,0.4528772656427697,0.3865775989933532,0.42621905499903845,0.46513665053566366,0.47644334446917896,0.45298225109574364
2025-12-05,0.44142796078750496,0.4152186762315924,0.3862070091513329,0.41723402492267864,0.4513330550885026,0.468458965554304,0.4426170648718114
2025-12-06,0.4414589393197649,0.424404672937745,0.3884154521846167,0.4208861552897349,0.4546539003297462,0.49377688499005223,0.45563779534369864
2025-12-07,0.4413180412595541,0.4222904276182153,0.3859602752936753,0.4080951350593378,0.43631150014664316,0.45612648401534184,0.43726946255187144
2025-12-08,0.44120239201141587,0.41872355797544347,0.38533245707505087,0.398730138034569,0.42267841559507485,0.4353077504082892,0.4224354342599424
2025-12-09,0.44106154442613177,0.4173013386003537,0.3852179504673854,0.3867148344967233,0.4072442376672193,0.4055221369005462,0.4072257894834673
2025-12-10,0.44100740128935156,0.42133377063904137,0.3644441923955621,0.3851247658279359,0.40472482751656824,0.4049941958528288,0.4003086047708518
2025-12-11,0.4408780798471818,0.3722614440794097,0.3625835729886862,0.37445108227235807,0.3927495497799854,0.39285139000834823,0.3896823840684197
2025-12-12,0.44074074630586385,0.3638551986700389,0.3522261410770839,0.36363470257198505,0.3806416925834615,0.37265940604996106,0.37810405379892703
2025-12-13,0.44071438906940275,0.3765818927182901,0.3546715169951157,0.36492226314243603,0.3861743885212796,0.40165449495463873,0.3908542585898394
2025-12-14,0.4405736068034677,0.3675772895694914,0.35340760299316654,0.35380736053942385,0.3742870637467066,0.3750399366966728,0.3788589024614344
2025-12-15,0.44054086844065327,0.3741293168745341,0.3540506575756838,0.3550081539454237,0.379802557556417,0.4020694620742711,0.39022570551565827
2025-12-16,0.440478409943079,0.37914991718899266,0.3532755714327358,0.3527909804727386,0.38026972066181775,0.4168444044885839,0.39402773974590205
2025-12-17,0.44038292144377283,0.35974166452771816,0.35465071060639447,0.34799463182621293,0.37523164814639093,0.4068052940587749,0.38530965439734793
2025-12-18,0.4403164816195385,0.36330401958641795,0.3556204745774938,0.34568552740952546,0.3756892548269086,0.4196317649232423,0.3889888527693603
2025-12-19,0.4401899533952829,0.3637611732746671,0.35393880464476424,0.3365623211526731,0.36706815305237167,0.40662837394939,0.38003190900262174
2025-12-20,0.44021522693298676,0.38301575986617126,0.3583649289258844,0.34772889515475247,0.3809125338056674,0.41662796340784236,0.3828156071125727
2025-12-21,0.44007587741460996,0.38299257287964084,0.35710459602835215,0.3373028880583519,0.369608443816946,0.3898107691065961,0.37171846140769005
2025-12-22,0.43993698359187866,0.34563602743416255,0.35723128681630506,0.32725570644055385,0.35950956052522215,0.36741494516829654,0.36184796065276376
2025-12-23,0.43979814978605647,0.273047008889178,0.3534013965693171,0.31733882366966387,0.34943589043412293,0.34783051930556314,0.35181246704789976
2025-12-24,0.4396889786033002,0.25833366711006805,0.3529307981684723,0.3112833527672284,0.346332554017016,0.35422510970523113,0.3508072994227201
2025-12-25,0.43954986367369575,0.2552834094342359,0.3526343049133431,0.3019288496913313,0.33847837853331414,0.33553924778539534,0.3430080259228483
2025-12-26,0.43941517422986104,0.2340062281449245,0.34736412932167104,0.29320924438903756,0.3323425529759886,0.3272406982873674,0.3371963081138922
2025-12-27,0.43927592050512576,0.23409948025913382,0.34751034527722485,0.2842924505811324,0.32600607734069503,0.31038747146144796,0.33094912480343286
2025-12-28,0.43914126882197957,0.22996200898487268,0.34787366555510973,0.2765325854788766,0.3210378754531697,0.3018966841685242,0.3258695124974008
2025-12-29,0.4390023062472339,0.22959129942025824,0.3450093375175037,0.2681124378183132,0.31600404597665654,0.28853455138048956,0.32098844848947367
2025-12-30,0.43887724831059105,0.21199409553888174,0.34417418566447255,0.26177319188647136,0.31416486643532354,0.2941299535844566,0.3201490750922765
2025-12-31,0.43877435421039324,0.2204439508384948,0.34484695984428176,0.2602645685238825,0.3158706199835354,0.2994106563418099,0.3194879273731739
2026-01-01,0.4386584868657962,0.22068480815234492,0.34474162084735577,0.2555671592182954,0.3156641704084646,0.30888889411655224,0.321062150856735
2026-01-02,0.4385516035565625,0.2127503174432511,0.34615984533125743,0.25367244293569496,0.3164614366065266,0.3110978190544749,0.3198676944000126
2026-01-03,0.4384433224113033,0.21884863440423638,0.3407136062565998,0.2516207351763948,0.31690670625695955,0.31260749187024006,0.3186856738544875
2026-01-04,0.43831280400026396,0.2018090303556217,0.32871807317614365,0.24561070696944012,0.3135482477690819,0.30581637891061714,0.3154420043571682
2026-01-05,0.43818671301106665,0.18676296778160384,0.32556663861588647,0.24065435536520152,0.3113209520833186,0.30197021066393337,0.3130413636372586
2026-01-06,0.4381730640628378,0.20019156662813248,0.3272844437262492,0.25587135764291546,0.32835815256271605,0.32253451828605,0.3221464298270912
2026-01-07,0.43803625224037485,0.18257858726836726,0.3242021993982533,0.24815796407531798,0.3227060358858635,0.31056017561885635,0.31798343118911615
2026-01-08,0.43802685082202386,0.20780010451377817,0.327534487613551,0.2607200788143584,0.3395118381022701,0.3534794232871797,0.3449050478252911
2026-01-09,0.4378918843678671,0.18148222801908243,0.3231963161473404,0.25306044996745125,0.33290380007494547,0.3401933377843937,0.3383977976757329
2026-01-10,0.43776183219795206,0.1832760456069521,0.321884982106406,0.24633180668852206,0.3279029221474075,0.33400623273600283,0.3338085401523851
2026-01-11,0.4376252737223712,0.1833712703233145,0.31734000091694115,0.23888932317315487,0.3222636785653143,0.32001531736822636,0.3281789277442193
2026-01-12,0.43749099610596354,0.18359500286987088,0.316809148573461,0.23238685022424457,0.3175074611422301,0.30918693345959775,0.3232999282554729
2026-01-13,0.4373557159514438,0.17663491298612244,0.31486001111314044,0.22585020850708468,0.3055591797303155,0.2925508297077536,0.31179850944810394
2026-01-14,0.43757557256927204,0.23368494743635906,0.31019097946524105,0.2809654366712726,0.3613003970739519,0.34295659572967513,0.3447784378598184
2026-01-15,0.43748493801315713,0.23538792847108966,0.31109855609097214,0.28018804880421094,0.3580497761527692,0.3439454232202248,0.3412844413249426
2026-01-16,0.4373888403849683,0.24509723597459707,0.31106989322792167,0.2772211223552437,0.35488752800108786,0.35466299553469577,0.34331250630000504
2026-01-17,0.43725226567220865,0.24566734463234863,0.307507248576443,0.26877794405050076,0.34522835520052314,0.3343745423787594,0.33537311857878727
2026-01-18,0.4371206093803825,0.24729320942272937,0.30717571428914203,0.261164038372038,0.3374631213801058,0.325471200204186,0.3295298490049693
2026-01-19,0.4370314744915545,0.2534576643698421,0.3070528235688041,0.26020143164976034,0.33797392687856603,0.34157280931931805,0.3348500826460805
2026-01-20,0.43692249895941554,0.2554101855112018,0.2873951162103558,0.2562365132028632,0.33498036791865576,0.3467708286100785,0.3345891089404909
2026-01-21,0.4371772547547065,0.3051080841512864,0.30077544936661144,0.30576121904008,0.39032003608674964,0.4341667225113524,0.4135334255721425
2026-01-22,0.4370638914523538,0.30407565501819905,0.3013873452658533,0.3001397516378401,0.38029846231542364,0.4151073576758001,0.40003186788500583
2026-01-23,0.43692771892948756,0.3001175017826792,0.29706866725292985,0.29102005508966106,0.36803297808879226,0.38473384280546036,0.38595057742932465
2026-01-24,0.4367916858694666,0.2988533092616929,0.2951416804066609,0.2821601557531192,0.35699521963921604,0.3587009683274369,0.37333035579269436
2026-01-25,0.4366605606744396,0.29704228601695337,0.2944394876026446,0.2740970827619521,0.3479660740818172,0.3462707136844675,0.3631414447471145
2026-01-26,0.43667835108344044,0.2926553229305501,0.29067261987205634,0.2879091038508798,0.364521266231115,0.38958421375454383,0.3869258530273256
2026-01-27,0.43660612928184916,0.30427340330108305,0.2930309304109703,0.2893331903689779,0.3635046235873879,0.3873481801339665,0.37993210631946145
2026-01-28,0.43648406576303644,0.2945138138989512,0.2936211350865867,0.28292288014822264,0.35490450078653085,0.3720113829819286,0.36918173208835214
2026-01-29,0.43634857862761095,0.2944921928465722,0.29362702596858686,0.27432725041114014,0.34518476083804944,0.34788604044466787,0.3583346074381216
2026-01-30,0.43670859456287564,0.34565063110917,0.3120463945793867,0.3337174585345512,0.41312960166762225,0.4514236396133149,0.4501938944251695
2026-01-31,0.4365793459572384,0.3456502990299961,0.2983539601985857,0.32416294729695133,0.398736208451062,0.4265355028811294,0.43236107063183765
2026-02-01,0.43722687306654995,0.40799758617316406,0.3024338878748439,0.40444693616727,0.48868229082676573,0.5492258459540069,0.5484290040993244
2026-02-02,0.4371750285950049,0.4087799850792961,0.29980591036020293,0.4004938716301592,0.4771279620899479,0.5406261533781698,0.5336085449446378
2026-02-03,0.4371228232901287,0.37574829658717435,0.30321064461917074,0.397833254508745,0.46524546372677983,0.5168297133576369,0.5122004229388327
2026-02-04,0.43726593185704354,0.37637539558410493,0.30719352530120647,0.4142083012271222,0.4799441425807755,0.5531285399932114,0.5322103408665478
2026-02-05,0.437351729097617,0.3847590516098856,0.31407949562405785,0.423477181935024,0.48580444017650387,0.5731571349313996,0.5405110553953945
2026-02-06,0.44078657475299193,0.5922461710319222,0.42119256247721865,0.6858932734544919,0.7885729947503395,0.8719063259650135,0.9197827325049561
2026-02-07,0.4433843362787441,0.7852554936193694,0.499293363755974,0.8242631911070807,0.928101907509458,0.9156258260406668,0.9615645868414887
2026-02-08,0.4433087611376552,0.7853903269729868,0.4970950980587224,0.8022284944433914,0.8765597836398966,0.831320140819461,0.9069269768976709
2026-02-09,0.44320427570295795,0.7916424087081816,0.49850022742089733,0.7797426755874985,0.8266536292738481,0.7446405571060423,0.8520065528828447
2026-02-10,0.4430689792676647,0.7823758636663838,0.4981401664335082,0.7560305401512051,0.778423311113092,0.6637658952749627,0.8001691614800688
2026-02-11,0.44299949885307993,0.7783496791719972,0.49734400221684233,0.7366822935239514,0.7390676395972586,0.6306457246376085,0.7595624419008051
2026-02-12,0.44298899266334774,0.7783944842135481,0.49931891442271087,0.7214658756079082,0.7078204064811416,0.6184692160520752,0.7292406255915761
2026-02-13,0.4428783656181976,0.77676605458959,0.49796615101204134,0.7009139620157029,0.6707018311334001,0.5789073199086255,0.689955519069185
2026-02-14,0.44301086207117646,0.7993791851489533,0.5049440631170907,0.6969655517463217,0.6573872188866434,0.5707723932317251,0.6641840460927168
2026-02-15,0.44290245852166427,0.8013892105333156,0.5044422480222053,0.6776834104474548,0.6241676843437063,0.5312758857216998,0.6284321369579335
2026-02-16,0.44280406522533977,0.7940595857983814,0.5038380632395784,0.659302196914792,0.5950219121867014,0.5120611018501214,0.5994525164620016
2026-02-17,0.44266822036701575,0.7916629158513965,0.5038094018456206,0.6392247482092183,0.5643466565394546,0.4676625039463735,0.5676167448916494
2026-02-18,0.4426037964399736,0.7907021657243303,0.49986933893911006,0.6244172788132083,0.5440693296401984,0.4706967227854074,0.5494534908894028
2026-02-19,0.4425153426486841,0.7772469198972722,0.500259928144856,0.6085189597275357,0.5230456512480779,0.4653467973869815,0.5294380875973383
2026-02-20,0.442389406474751,0.7799226925774074,0.500666347223631,0.5908030151578425,0.49925560994749874,0.4370193055134337,0.5042513461214893
2026-02-21,0.44229345968790856,0.7564663533171574,0.502286866908929,0.576028325713487,0.4809799277806639,0.42249518599502867,0.4833904609546785
2026-02-22,0.44215825199479253,0.7546757039870222,0.5020479070906976,0.5584801904018241,0.4598539253970279,0.3927928909408348,0.46176810908847865
2026-02-23,0.44202871023531576,0.7477392754563362,0.5019021653673784,0.5418245687216076,0.4414230621980093,0.37749717593720966,0.44324208036176893
2026-02-24,0.4422551803161332,0.7515753547432726,0.508947212600064,0.5536576676751117,0.4511290847168655,0.4587832064714957,0.4821463253306095
2026-02-25,0.44213389672729425,0.7444392245633726,0.5088877899391596,0.5377617348866345,0.4308922553325848,0.43805734812522973,0.46041781270585447
2026-02-26,0.44262377061744895,0.5832293520627299,0.525774342098399,0.5720768555619188,0.5077775153528177,0.48546909500669655,0.48648794400659245
2026-02-27,0.4425000874803085,0.37082363918876954,0.5257587487859835,0.5554052322132954,0.4803126121541522,0.45791238130049794,0.46371014465705157
2026-02-28,0.442464421953155,0.3742957341587222,0.5272108292734372,0.5460569040499793,0.4703016863194056,0.473015367208892,0.4629758008528012
2026-03-01,0.442375821543944,0.37600402913266756,0.5275474150856655,0.5334894557444515,0.4522685634244673,0.45163676960844534,0.4440844666986611
2026-03-02,0.4423062446327468,0.3806230739117307,0.5282546081784895,0.522363274822922,0.44074454452949546,0.45686009198024513,0.43877369453694015
2026-03-03,0.44253203953225995,0.4131988016774493,0.5370499490598495,0.5373808049364506,0.47659017551971267,0.47907463795945837,0.448764027230441
2026-03-04,0.44240758649847306,0.4023504134952922,0.5358699176939589,0.5217228193539677,0.45260019155354914,0.4517045898814099,0.4301464695663288
2026-03-05,0.44298246017368187,0.4573951043909656,0.5536471018655119,0.5648972320570776,0.5354374500630428,0.5025501370373308,0.46936813791381865
2026-03-06,0.44296794912370235,0.45047941997211677,0.5549926183683227,0.5567381950964756,0.5206823186630478,0.5146864739712718,0.4722138663888736
2026-03-07,0.4430934417166507,0.4697307512357225,0.5556984250612268,0.5598207379522503,0.52808414671037,0.5556594001016831,0.5033308644231367
2026-03-08,0.44298953230926935,0.4692460227882728,0.5558974479028067,0.5450008497676768,0.501228217695113,0.5264844077414838,0.4826667602242907
2026-03-09,0.44292400998311143,0.4738259074065586,0.5550153887976473,0.5337369246347311,0.4836231180460558,0.5185617174750624,0.47274962289849226
2026-03-10,0.44301652077367004,0.48775453975175037,0.5615447993070798,0.5369745598573656,0.49112183352050753,0.515343906488659,0.4668952536767681
2026-03-11,0.4429632418457035,0.48895771388069587,0.5641348776999152,0.5277802397766671,0.47572474452983093,0.4930951333460527,0.45036209436359587
2026-03-12,0.4428311595611941,0.48862054909212,0.5643345117082638,0.511935318673179,0.4502423990973481,0.45132359868133815,0.4293455373939627
2026-03-13,0.44269935430965396,0.4863115261325632,0.5642876645392432,0.4965969962284836,0.42779604873006266,0.417225371777468,0.41079589628722346
2026-03-14,0.4425719895083796,0.4864864196272648,0.5644711953721739,0.4821804629918671,0.40878679925344075,0.39242306277504396,0.39486552575870204
2026-03-15,0.44243972317868235,0.4856513605116546,0.5554586338694323,0.46768613888465954,0.3913388774885866,0.3675471075262231,0.3804353223161193
2026-03-16,0.44238547481063456,0.45518828283786567,0.5564151700601889,0.4615244726452262,0.3905261708037181,0.37188997447118044,0.3754172286149966
2026-03-17,0.4423847700085328,0.45817556290982286,0.559978947470734,0.46094061051880614,0.40014223480094313,0.3832994849443687,0.3768091876491781
2026-03-18,0.4422813546165696,0.4191991050964361,0.5602466586831911,0.4495499560011449,0.3899369983991484,0.3861758578974681,0.3728621287279407
2026-03-19,0.4423813186574661,0.4419270677166745,0.564208983148744,0.4580357047628644,0.4184078487638461,0.44980634673604625,0.4205849379997272
2026-03-20,0.44231228119687305,0.43857198185605983,0.5645297690757043,0.45000017862457825,0.41196833547133316,0.4555127028466731,0.4188587600945908
2026-03-21,0.44219042449079193,0.4361664080516809,0.5649359808958939,0.43760763853098583,0.3961018145323466,0.4265111043387464,0.402652999108517
2026-03-22,0.4421760303097078,0.4413812346776598,0.5600317628041441,0.43586919825954434,0.4030833481954554,0.4539755924624763,0.41689480765937664
2026-03-23,0.44207308044283283,0.41271256362818404,0.5593738481270134,0.42542511400232513,0.3925345810423053,0.444403999931424,0.4074709916319095
2026-03-24,0.44228114943283114,0.44218018391411323,0.5683308906166878,0.44841886173806,0.4361109331799065,0.4667805791971855,0.4211072436349645
2026-03-25,0.4421550332320164,0.3760034919364535,0.5682984597701217,0.43530285554323334,0.41692557092408816,0.43881887592569047,0.4053789020201649
2026-03-26,0.44204159701603796,0.366903090683149,0.5690752181289105,0.4242954254647731,0.40179332954117336,0.4159946287394353,0.39151008280128036
